"","city","state","postal_code","latitude","longitude","stars","review_count","categories","GoodForKids","RestaurantsReservations","Caters","NoiseLevel","RestaurantsTakeOut","RestaurantsPriceRange2","OutdoorSeating","WiFi","RestaurantsAttire","RestaurantsDelivery","BusinessAcceptsCreditCards","dessert","latenight","lunch","dinner","brunch","breakfast","garage","street","validated","lot","valet","OpenSundays","Open7days","posreview","negreview","posreview2016","negreview2016","posreview2017","negreview2017","posreview2018","negreview2018","checkedin2016","checkedin2017","checkedin2018","checkedin100"
"1124","Charlotte","NC",28210,35.152861,-80.8398047,2.5,338,"American (Traditional), Nightlife","True","False","True","loud","True","2","True","free","casual","False","True","False","False","True","True","False","False","True","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1125","Gastonia","NC",28052,35.262766,-81.153491,2.5,10,"Fast Food, American (Traditional)","True","False",NA,NA,"True","1",NA,NA,"casual","False","True","False","False","False","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1126","Charlotte","NC",28277,35.0553533494,-80.8351403034,3.5,188,"Coffee & Tea, Cafes","True","False","True","average","True","2","True","free","casual","False","True","False","False","True","False","True","True","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1127","Madison","WI",53715,43.0495357132,-89.3931284174,4.5,15,"Fast Food, American (Traditional)","True","True",NA,"average","True","1","False","no","casual","False","True","False","False","False","False","False","False","False","False","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1128","Charlotte","NC",28208,35.2244478,-80.887181,4,16,"Fast Food, American (Traditional)","True","False","False",NA,"True","1","True","no","casual","False","True","True","False","False","True","False","False","False","False","False","True","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1129","Monona","WI",53713,43.0489157,-89.3370316,3.5,60,"Nightlife, Bars","True","True",NA,"loud","True","2","True","no","casual","False","True","False","False","False","True","False","False","False","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1130","Charlotte","NC",28205,35.217429,-80.794365,4.5,220,"Fast Food, American (Traditional)","True","False","False","average","True","1","False","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1131","Charlotte","NC",28202,35.2279985,-80.8413468,4,185,"Fast Food, American (Traditional)","False","True","False","quiet","False","3","True","no","dressy","False","True","False","False","False","True","False","False","False","False","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1132","Madison","WI",53719,43.0559506,-89.4977688,4.5,135,"Fast Food, American (Traditional)","True","False","False","average","True","1","False","no","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1133","Matthews","NC",28105,35.0820325883,-80.7289966546,3,34,"Fast Food, American (Traditional)","True","False",NA,"average","True","2","False","free","casual","False","True","False","False","False","False","False","False",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1134","Charlotte","NC",28277,35.0953817,-80.7780359,2,11,"Fast Food, American (Traditional)","True","False","False",NA,"True",NA,NA,NA,"casual","True","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"1135","Indian Trail","NC",28079,35.0514066461,-80.6455858021,4.5,73,"Sandwiches, Fast Food","True","False","True","average","True","1","True","free","casual","False","True","True","False","True","False","True","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1136","Verona","WI",53593,42.9880198,-89.5336701,3.5,28,"Fast Food, American (Traditional)","True","False","True","quiet","True","2","True","no","casual","True","True","False","False","True","False","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1137","Champaign","IL",61820,40.092351,-88.246124,3,107,"American (Traditional), Nightlife","True","False","False","very_loud","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1138","Charlotte","NC",28208,35.2317188282,-80.926421572,4,8,"Southern, Breakfast & Brunch","True","True","True","quiet","True","1","True","free","casual","False","True","False","False","False","False","False","False","False","False","False","True","False",0,0,NA,NA,1,0,3,0,1,0,0,1,1,0
"1139","Madison","WI",53703,43.07827,-89.372077,4,64,"Coffee & Tea, Cafes","True","False","False","average","True","1","False","free","casual","False","True","False","False","False","False","False","True","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1140","Waunakee","WI",53597,43.1923628304,-89.4661277533,3,4,"Fast Food, American (Traditional)","False","False",NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
"1141","Charlotte","NC",28262,35.30417,-80.75017,2.5,51,"Fast Food, American (Traditional)","True","False","False","average","True","1","False","free","casual","False","True","False","False","True","False","True","True","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1142","Charlotte","NC",28210,35.1486809846,-80.8330007596,2,43,"Sandwiches, Fast Food","True","False","False","very_loud","True","1","True","free","casual","False","True","True","False","True","True","False","True","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1143","Charlotte","NC",28226,35.0886242,-80.8614863,4,165,"Fast Food, American (Traditional)","True","True","True","quiet","True","2","False","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1144","Charlotte","NC",28202,35.2260383,-80.8455201,4,117,"Fast Food, American (Traditional)","False","False",NA,"quiet","True","1","False","no","casual","True","True","False","False","True","True","False","False","False","True","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1145","Champaign","IL",61820,40.1166758,-88.229763,4,33,"Coffee & Tea, Cafes",NA,NA,"True",NA,"True","2","True","free",NA,NA,"True",NA,NA,NA,NA,NA,NA,"True","False","True","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1146","Champaign","IL",61822,40.137698,-88.260784,3.5,23,"Fast Food, American (Traditional)","True","False",NA,"quiet","True","1","False","free","casual","True","True","False","False","True","False","False","False",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1147","Madison","WI",53703,43.0741778,-89.3919536,3.5,42,"Nightlife, Bars","False","False","False","very_loud","True","1","True","free","casual","False","True","False","False","False","False","False","False","False","True","False","False","False",1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1148","Madison","WI",53703,43.0748187827,-89.3934650204,4,21,"American (Traditional), Nightlife",NA,NA,NA,NA,"False","1",NA,NA,NA,"None","True",NA,NA,NA,NA,NA,NA,"True","True","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0
"1149","Monona","WI",53716,43.0567055,-89.326142,3,32,"Nightlife, Bars","True","False","True","average","True","2","False","free","casual","False","True","False","False","False","True","False","False","False","False","False","True","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1150","Madison","WI",53703,43.074789,-89.397007,3.5,44,"Coffee & Tea, Cafes",NA,NA,"False",NA,"True","2","True","free",NA,"False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1151","Champaign","IL",61820,40.1105931,-88.2296109,3,83,"Fast Food, American (Traditional)","True","False","False","average","True","2","False","no","casual","False","True","False","False","True","True","False","False","False","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1152","Madison","WI",53703,43.0763209,-89.376141,4.5,16,"Fast Food, American (Traditional)","True","False","True","average","True","1","True","free","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1153","Fitchburg","WI",53711,43.0053506,-89.4226532,4.5,22,"Coffee & Tea, Cafes","False","False",NA,"quiet","True","2",NA,"no","casual","False","True","False","False","False","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"1154","Charlotte","NC",28202,35.2278131,-80.8414916,3.5,66,"American (Traditional), Nightlife","False","True","True","average","True","2","False","free","casual","False","True","False","False","True","True","False","False","True","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1155","Stoughton","WI",53589,42.928892,-89.249287,2,9,"Fast Food, American (Traditional)",NA,NA,NA,NA,NA,NA,NA,NA,"casual",NA,NA,NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,1,0,1,1,1,1,1,1,0,0,0,0
"1156","Charlotte","NC",28270,35.135122,-80.736668,3.5,94,"Fast Food, American (Traditional)","True","False","False","average","True","1","True","free","casual","False","True","False","False","False","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1157","Charlotte","NC",28210,35.090561,-80.867977,3.5,43,"Sandwiches, Fast Food","True","False","False","quiet","True","1","False","no","casual","True","True","False","False","True","False","False","True","False","False","False","False","False",1,1,13,1,6,1,5,1,11,0,1,1,1,1
"1158","Gastonia","NC",28056,35.2229191,-81.1026909,2.5,4,"Fast Food, American (Traditional)","True","True",NA,NA,"True",NA,NA,NA,NA,"False","True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"1159","Champaign","IL",61820,40.0938755447,-88.2377565934,3,91,"Nightlife, Bars","True","True","True","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1160","Charlotte","NC",28203,35.2008136,-80.8438119,3.5,115,"Fast Food, American (Traditional)","True","False","True","average","True","2","True","no","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,6,1,6,1,2,0,6,0,1,1,1,1
"1161","Charlotte","NC",28217,35.181116,-80.915015,3,8,"Fast Food, American (Traditional)","True","False",NA,NA,"True","1","True","no","casual","False","True","False","False","False","False","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"1162","Charlotte","NC",28262,35.3090905,-80.7477275,4,74,"Fast Food, American (Traditional)","True","False","True","average","True","1","True","free","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,16,0,9,0,21,0,14,2,1,1,1,1
"1163","Cornelius","NC",28031,35.4826458,-80.8601039,4,30,"Fast Food, American (Traditional)","True","False","False","average","True","1","False","no","casual","False","True","False","False","False","False","False","False","False","False","False","False","False",1,1,7,2,3,1,2,0,6,1,1,1,1,0
"1164","Charlotte","NC",28278,35.1691081,-80.9692651,3.5,6,"Fast Food, American (Traditional)",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,1,0,4,0,NA,NA,NA,NA,1,0,1,0
"1165","Charlotte","NC",28277,35.0705847,-80.8444573,4.5,413,"Fast Food, American (Traditional)","True","False","True","average","True","1","True","free","casual","False","True","False","False","True","True","False","False","False","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1166","Charlotte","NC",28214,35.2435812,-80.938286,1.5,17,"Fast Food, American (Traditional)","True","False",NA,NA,"True","1",NA,NA,"casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1167","Belleville","WI",53508,42.859873,-89.536169,4,8,"American (Traditional), Nightlife","False","False",NA,NA,"True",NA,NA,NA,"casual","False","False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0
"1168","Madison","WI",53704,43.1302659456,-89.3034115434,3,33,"Fast Food, American (Traditional)","True","False","True","average","True","1","True","no","casual","False","True","False","False","True","False","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1169","Madison","WI",53703,43.0740207,-89.3813538,4,126,"Fast Food, American (Traditional)","False","True","True","average","True","3","True","free","dressy","False","True","False","False","False","True","False","False","True","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1170","Charlotte","NC",28202,35.2254656104,-80.8430188493,3.5,243,"Nightlife, Bars","False","True","True","average","True","3","False","free","dressy","False","True","False","False","False","True","False","False","False","False","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1171","Madison","WI",53703,43.0763209,-89.376141,4.5,16,"Fast Food, American (Traditional)","True","False","True","average","True","1","True","free","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","False","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1172","Madison","WI",53711,43.0469096,-89.4770975,3.5,90,"American (Traditional), Nightlife","True","True",NA,"average","True","2","True","free","casual","True","True","False","True","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1173","Huntersville","NC",28078,35.44271,-80.86705,3,43,"Sandwiches, Fast Food","True","False","False","quiet","True","1","False","no","casual","False","True","False","False","True","False","True","True","False","False","False","False","False",1,1,6,2,4,0,6,3,6,0,1,1,1,1
"1174","Champaign","IL",61820,40.091901,-88.245362,5,46,"Fast Food, American (Traditional)","False","False","False","average","True","2","False","no","casual","False","True","False","False","False","False","False","False","False","False","False","True","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1175","Homer","IL",61849,40.0356044068,-87.9583024912,4.5,10,"Coffee & Tea, Cafes","True","True","True","quiet","True","1","False","free","casual","False","True","False","False","False","False","False","False","False","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
"1176","Charlotte","NC",28210,35.0939713,-80.8655831,4.5,30,"Fast Food, American (Traditional)","True","False","True","average","True","1","True","no","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",0,0,11,0,6,0,2,0,4,0,1,1,1,1
"1177","Champaign","IL",61820,40.1168569,-88.2430189,4,119,"Fast Food, American (Traditional)","True","True","False","average","True","2","True","free","casual","False","True","False","False","True","True","False","False","False","True","False","False","False",1,1,25,0,33,2,26,0,16,0,1,1,1,0
"1178","Madison","WI",53715,43.0629329,-89.40109,3,60,"Fast Food, American (Traditional)","True","False","False","average","True","1","False","no","casual","True","True",NA,NA,NA,NA,NA,NA,"False","True","False","False","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1179","Charlotte","NC",28217,35.1684737768,-80.875257492,4.5,486,"Fast Food, American (Traditional)","True","True","True","average","True","2","True","free","casual","True","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1180","Madison","WI",53713,43.0519792,-89.379378,3,53,"American (Traditional), Nightlife","True","False","True","loud","True","2","True","free","casual","False","True","False","False","True","False","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1181","Charlotte","NC",28211,35.1761455,-80.7996081,4,57,"Fast Food, American (Traditional)","True","False","False","average","True","2","False","free","casual","True","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1182","Charlotte","NC",28277,35.038603,-80.7940675,4,7,"Sandwiches, Fast Food","True","False","True","average","True","1","True","no","casual","True","True","False","False","True","False","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
"1183","Charlotte","NC",28204,35.213685,-80.844951,3.5,33,"Fast Food, American (Traditional)","True","False","True","average","True","1","False","free","casual","False","True",NA,NA,NA,NA,NA,NA,"False","False","False","True","False",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
"1184","Charlotte","NC",28216,35.3258902,-80.9463896,3.5,27,"Fast Food, American (Traditional)","True","False","False","quiet","True","1","False","no","casual","False","True","False","False","True","True","False","False","False","False","False","True","False",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0
